opid	operator	atype	remarks	phase_of_flt	ac_mass	num_engs	date	time_of_day	state	height	speed	effect	sky	species	birds_seen	birds_struck
UNK	UNKNOWN	UNKNOWN	UNKN A/C STRUCK BIRD ON DEPTR.	Take-off run	NA	NA	7/28/1998 0:00:00	Day	OR	0	NA	None	No Cloud	RED-TAILED HAWK	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-31 JETSTR	ON T/O ROLL, BIRD STRUCK L ENG & PROP. L ENG LOST PARTIAL  POWER & HAD A HIGH PITCH WHINE. ABTD T/O & RETD TO GATE.  POSTFLIGHT INSPN FOUND BLOOD & FLESH ON ENG COWL AS WELL AS  INTAKE. BIRD INGESTED IN L ENG.	Take-off run	2	2	5/26/1995 0:00:00	Day	VA	0	100	Aborted Take-off	Some Cloud	GULLS	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-41 JETSTR	BIRD STIKE AT 0809. GROUNDED FOR ENG CHANGE.	Approach	3	2	8/12/1995 0:00:00	Dawn	VA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	BIRD WAS INGESTED AFTER V1 RESULTING IN A COMPRESSOR STALL. CAPT  INITIATED A REJECTED T/O AS VR WAS CALLED. A/C RAN OFF RWY. CAPT  TOLD PAX TO REMAIN SEATED. ARFF ARRIVED, CONFIRMED NO FIRE &  NOTED TIRES WERE DEFLATING & SMOKING FROM EXCESS BRAKE TEMP DUE TO REJECTED T/O. EVACUATION SLIDES WERE DE-ARMED & CABIN DOORS  OPENED FOR VENTILATION. FIRE ERUPTED FROM RT BRAKE & WAS PUT OUT  IMMED. BUT A FLT ATTENDANT HEARD A FIREMAN SHOUT "FIRE" &  COMMANDED AN EVACUATION W/O INFORMING THE CAPT. & W/O DETERMING  	Take-off run	4	2	7/8/1996 0:00:00	Day	TN	0	155	Aborted Take-off	NA	AMERICAN KESTREL	NA	1
ROA	RENO AIR	MD-82	FLT 104	Landing Roll	4	2	11/4/1996 0:00:00	Night	CA	0	NA	None	No Cloud	OWLS	NA	1
FDX	FEDEX EXPRESS	B-727	BLOOD SMEAR ON LOWER RADOME.	Approach	4	3	12/6/1996 0:00:00	NA	TN	10	130	NA	Overcast	UNKNOWN BIRD - SMALL	2-10	2-10
FDX	FEDEX EXPRESS	A-300	FLT 1240 DEPTD FOR KMEM, REPTD BIRD STRIKE ON DEPTR & RETD TO  ABQ, W/O INCID. TIME = 0342Z. DAMAGE UNKN.	Climb	4	2	9/4/1997 0:00:00	Night	NM	NA	NA	Precautionary Landing	NA	UNKNOWN BIRD	NA	1
FDX	FEDEX EXPRESS	B-727	AT 2300 LCL, FLT 1909 DEPTD FOR KEWR BUT SHORTLY AFTER T/O THE  PILOT REPTD THAT THE A/C  HAD STRUCK A DEER ON T/O. A/C IS CONT  TO KEWR.	Take-off run	4	3	4/23/1997 0:00:00	Night	MI	0	NA	NA	NA	WHITE-TAILED DEER	NA	1
JAL	JAPAN AIRLINES	B-747-400	HIT A FLOCK, # NOT REPTD, ASSUME 2-10. NO DAMAGE/INJURY. ENG  INGESTION. NO DAMAGE.	Approach	5	4	9/23/1991 0:00:00	Day	WA	1800	160	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	2-10
UAL	UNITED AIRLINES	B-727-200	FLT 1258. BIRD STRIKE ON FINAL. NO DAMAGE NOTED ON WALK AROUND.  FLT RECVD A DEFFERAL TO CONT VIA SAMC. MAINT INSPCTD LEADING  EDGE.	Approach	4	3	8/28/1997 0:00:00	NA	IN	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
AMF	AMERIFLIGHT	LEARJET-35	NA	Approach	3	2	3/18/1993 0:00:00	Day	OR	700	130	None	Some Cloud	SNOW GOOSE	NA	1
UFS	UFS-UNITED EXPRESS	BA-ATP	WINDSHIELD INSPECTED, NO DAMAGE	Climb	3	2	8/24/1995 0:00:00	Day	IL	20	125	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	C-172	NO DAMAGE.	Approach	1	1	6/5/1996 0:00:00	Day	PA	50	85	NA	Some Cloud	SPARROWS	NA	1
UNK	UNKNOWN	UNKNOWN	22 FOUND AT RWY 1 & TWY C. 1 REPTD BY ATCT.	NA	NA	NA	9/1/1994 0:00:00	NA	NY	NA	NA	NA	NA	EUROPEAN STARLING	NA	11-100
BUS	BUSINESS	B-727	AJT 730 HIT A DUCK ON LANDING FLARE. RT WING OF A/C HAD NO  DAMAGE. FAA REPT STATES RT INBRD FLAP DAMAGED. FERRIED FLL FOR  REPAIR. (DATA ENTRY NOTE:  N# BELONGS TO AMERIJET BUT FAA REPT  STATES OPERATOR AS RITEL COPTER SERVICE)	Landing Roll	4	3	5/10/1997 0:00:00	Day	UT	0	NA	NA	NA	DUCKS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	NO DAMAGE/INJURY.	Approach	4	2	8/8/1996 0:00:00	Day	MO	1000	200	NA	No Cloud	MOURNING DOVE	NA	1
NWA	NORTHWEST AIRLINES	DC-9	FLT 706 HIT BIRD AT 1625UTC. NO DAMAGE. A/C CONTD TO MSP.	Take-off run	4	2	3/30/1996 0:00:00	Day	MT	0	NA	None	NA	UNKNOWN BIRD	NA	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	EMB-120	NO DAMAGE, ONLY FEATHERS & BLOOD ON LE OF WING OUTBOARD OF ENG.   A/C REG 16710	Approach	3	2	3/11/1992 0:00:00	Night	TX	900	130	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	B-737-300	NA	Approach	4	2	3/13/1996 0:00:00	Dusk	DC	500	140	None	No Cloud	GULLS	2-10	2-10
DAL	DELTA AIR LINES	B-727-200	POSSIBLE GULL OR DOVE. LRG STREAK OF BLOOD DOWN UPPER FUSELAGE.  WEATHER - MISTY.	Landing Roll	4	3	2/20/1997 0:00:00	Day	LA	0	120	None	Some Cloud	UNKNOWN BIRD	NA	1
PVT	PRIVATELY OWNED	C-210 CENTUR	LEFT FLAP, NO DAMAGE.	Approach	1	1	2/12/1997 0:00:00	Night	IL	30	70	None	No Cloud	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727-200	RT WING LE. NO DAMGE/INJURY.	Approach	4	3	1/9/1991 0:00:00	Night	NA	300	145	NA	Some Cloud	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727-200	STRUCK LRG BIRD (APPEARED TO BE AN OWL) ON T/D. ABOUT 1 HR AFTER  SUNSET. ENGS AT LOW RPM, BIRD STRUCK NOSE. LATER FOUND OWL FEATHERS IN #3 INLET. NO AFFECT ON FLT OR ENG PERFORMANCE.	Landing Roll	4	3	9/22/1997 0:00:00	Night	TN	0	142	None	No Cloud	OWLS	NA	1
DAL	DELTA AIR LINES	B-737-200	INGESTED AT LEAST 1 BIRD IN #1 ENG. CAUSED COMPRESSOR STALL. NO  DAMAGE NOTED ON POSTFLT BUT AT LEAST 1 DEEAD BIRD WAS FOUND ON  THE RWY & FEATHERS IN ENG. TIME = 0640EDT	Take-off run	4	2	10/3/1997 0:00:00	Dusk	FL	0	100	Aborted Take-off	No Cloud	DOVES	NA	2-10
PVT	PRIVATELY OWNED	PA-28	TIME = 2035 EDT. MINOR DAMAGE TO WHEEL COVER.  NO INJURIES.	Take-off run	1	1	10/25/1991 0:00:00	Night	NH	0	NA	NA	NA	COYOTE	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-30	ON FINAL APCH, BIRD HIT BELOW F/O'S DIRECT VIEW WINDOW. NO  DAMAGE FOUND ON INSPN. ARPT NAME BLANK.	Approach	4	2	9/30/1997 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
UNK	UNKNOWN	UNKNOWN	AT 1005 LCL, FOUND DAMAGED REMAINS OF A NIGHT HAWK ON WEST EDGE  OF RWY 23R S OF TWY R. NO REPORTS OF STRIKE. ONLY HALF OF BODY  WAS FOUND.	NA	NA	NA	6/3/1998 0:00:00	NA	OH	NA	NA	NA	No Cloud	COMMON NIGHTHAWK	NA	1
AAL	AMERICAN AIRLINES	MD-82	WING SPOILER = OTHER HIT	Approach	4	2	1/14/1997 0:00:00	Day	UT	10	140	None	Overcast	UNKNOWN BIRD - SMALL	11-100	2-10
PVT	PRIVATELY OWNED	PA-28	NO MAJOR INJURIES TO A/C, A WRINKLED FACING FOR LEFT LANDING GEAR  WAS IT. NO INJURIES.	Landing Roll	1	1	8/7/1998 0:00:00	Dusk	MN	0	80	None	No Cloud	WHITE-TAILED DEER	NA	1
BUS	BUSINESS	PA-34 SENECA	GULLS, (mAYBE TERNS?)	Approach	1	2	8/12/1996 0:00:00	Day	ND	10	100	None	No Cloud	GULLS	2-10	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE. HIT A FLOCK, # NOT REPTD, ASSUME 2-10.	Approach	4	2	11/6/1997 0:00:00	Night	NV	6000	170	NA	Overcast	UNKNOWN BIRD - MEDIUM	2-10	2-10
UAL	UNITED AIRLINES	B-727	FLT 1043 HIT A BIRD 5 SOUTH OF KDEN. TIME = 1124 MDT. NO DAMAGE  REPTD.	NA	4	3	9/17/1996 0:00:00	Day	CO	5960	NA	NA	NA	UNKNOWN BIRD	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE. CLEAR NIGHT.	Descent	4	2	8/21/1997 0:00:00	Night	TX	9000	250	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	FLT 2988 HAD 2 STRIKES ON THE RADOME CAUSING A CRACK. APPCH & LDG  WERE UNEVENTFUL.	Approach	4	2	9/18/1997 0:00:00	NA	OR	3000	210	NA	NA	UNKNOWN BIRD	2-10	2-10
BUS	BUSINESS	B-727	SAW BIRDS FOR LESS THAN 1 SECOND W/ AID OF LANDING LTS. THEY  APPEARED TO PASS 25-50 FT TO THE LEFT OF THE COCKPIT. SAINCE IT  WAS NIGHT, COULD NOT TELL SPECIES. HIT LEFT LE FLAP. EXTENT OF  DAMAGE NOT REPTD.	Approach	4	3	10/30/1996 0:00:00	Night	MO	5000	200	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
UNK	UNKNOWN	C-152	DEER RAN INTO SIDE OF A/C. BODY WAS STRUCK BY PROP WHICH STOPPED  IMMED. I COMPLETED THE ROLLOUT & PUSHED A/C OFF RWY. THEN WE  FOUND THE DEER & DRAGGED IT OFF TOO. ARPT WAS DARK EXCEPT FOR RWY  LIGHT. I NEVER SAW THE DEER UNTIL IT HIT THE A/C. NIGHT PRACTICE  LANDINGS. STUDENT PILOT & INSTRUCTOR. A/C HAD DAMAGED PROP & COWLING. AN INJURY WAS REPORTED BUT NO DETAILS GIVEN.	Landing Roll	1	1	5/1/1997 0:00:00	Night	WI	0	NA	Engine Shut Down	NA	WHITE-TAILED DEER	NA	1
UNK	UNKNOWN	DHC8 DASH 8	NOT A STRIKE. SERIOUS BIRD HAZARD. SEWAGE TRTMT PLANT 0.5 MI SE OF RWY 27 WHICH  ATTRACTS A SMALL WHITE BIRD. ALSO TREATMENT RESIDUE IF  DISTRIBUTED ON ARPT GNDS WHICH ATTRACTS FLOCKS. 2 WEEKS AGO WE  HAD TO EXECUTE A GO AROUND DUE TO A FLOCK OF 150 BIRDS AT THE  APCH END OF RWY 27. TWR WILL NOT EVEN BROADCAST A BIRD ADVISORY  ON ATIS. BIRDS MAY BE EGRETS OR GULLS. NO BIRDS WERE HIT.	Approach	3	2	5/1/1997 0:00:00	NA	FL	NA	NA	Other	NA	UNKNOWN BIRD - SMALL	NA	0
AAL	AMERICAN AIRLINES	MD-82	BIRD HIT L SIDE SLIDING GLASS COCKPIT WINDOW. NO APPARENT DAMAGE.	Climb	4	2	4/26/1998 0:00:00	Day	CA	200	160	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	MD-80	STRUCK BIRD, NO DAMAGE. TIME = 2032 LCL. BWI 426.	Approach	4	2	11/14/1991 0:00:00	Night	NY	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	ATR-42	ATIS WARNING. FLT 3382.	Approach	3	2	5/24/1998 0:00:00	Day	NJ	200	120	None	No Cloud	SPARROWS	NA	1
AAL	AMERICAN AIRLINES	MD-80	FLT 829 RECD BIRD STRIKE LDG RWY 17L. NO REPTD DAMAGE. TIME =  1930Z	Landing Roll	4	2	6/2/1997 0:00:00	Day	TX	0	NA	NA	NA	UNKNOWN BIRD	NA	1
PVT	PRIVATELY OWNED	BE-58  BARON	PILOT DID NOT CALL FACILITY.	Approach	2	2	1/21/1998 0:00:00	NA	AL	NA	NA	None	Overcast	UNKNOWN BIRD	NA	1
UNK	UNKNOWN	UNKNOWN	NA	NA	NA	NA	7/14/1996 0:00:00	NA	IL	NA	NA	NA	NA	AMERICAN CROW	NA	1
UNK	UNKNOWN	UNKNOWN	3 DOVES FOUND AT 22R/U TWY	NA	NA	NA	7/18/1996 0:00:00	NA	IL	NA	NA	NA	NA	MOURNING DOVE	NA	2-10
UNK	UNKNOWN	UNKNOWN	NA	NA	NA	NA	9/24/1996 0:00:00	NA	IL	NA	NA	NA	Some Cloud	RED-TAILED HAWK	NA	1
BUS	BUSINESS	BE-58  BARON	NO DAMAGE. NO TIME TO AVOID.	Landing Roll	2	2	1/30/1997 0:00:00	Day	CA	0	85	None	Overcast	UNKNOWN BIRD - SMALL	2-10	1
UNK	UNKNOWN	B-737-500	LEFT 1/3 OF FORM TORN AWAY. NO DAMAGE. GLANCED OFF RT WING,  OUTBOARD KRUGER FLAP. TRAVELING OUTWARD TO IMPACT---- LODGE AT  WING LE.  INBOARD --- OF #2 ENG PYLON.  LIGHT FOG.	NA	4	2	1/31/1997 0:00:00	Day	NA	NA	NA	NA	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
EGF	AMERICAN EAGLE AIRLINES	ATR-42	PILOT WAS NOT SURE OF STRIKE BUT CARCASS FOUND ON RWY 4R.	Landing Roll	3	2	4/22/1994 0:00:00	Day	NY	0	NA	None	NA	ROCK PIGEON	NA	1
BUS	BUSINESS	CITATION II	NA	Landing Roll	3	2	6/20/1997 0:00:00	Day	IL	0	NA	NA	Some Cloud	UNKNOWN BIRD - SMALL	2-10	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	ATR-42	NO DAMAGE. ATIS WARNING. FLT 3911.	Take-off run	3	2	11/26/1996 0:00:00	Day	FL	0	100	Aborted Take-off	Overcast	ROCK PIGEON	NA	2-10
AMT	ATA AIRLINES (AMERICAN TRANS A	B-727	FLT 510. STANDING NOTAM.	Take-off run	4	3	6/5/1998 0:00:00	Day	FL	0	NA	None	Some Cloud	GULLS	NA	1
UAL	UNITED AIRLINES	B-757-200	FLT 261 REPTD A BIRD STRIKE DURING LANDING ROLL-OUT. NO REPTD  DAMAGE, HOWEVER A MECH WILL INVESTIGATE. TIME = 2047 LCL.	Landing Roll	4	2	10/31/1996 0:00:00	Night	AZ	0	NA	NA	NA	UNKNOWN BIRD	NA	1
QXE	HORIZON AIR	DHC8 DASH 8	A/C BEING INSPCTD FOR DAMAGE. BIRD WAS BROWN WITH WHITE BREAST.  KILLED 51. FLT 2267.	Climb	3	2	7/5/1998 0:00:00	Day	ID	30	120	None	Some Cloud	UNKNOWN BIRD - SMALL	2-10	2-10
USA	US AIRWAYS	B-737-400	NA	Take-off run	4	2	11/7/1997 0:00:00	Day	OH	0	NA	None	Overcast	GULLS	NA	1
BUS	BUSINESS	PA-31T CHEYENNE	LEFT TIPTANK HAD A FEATHER STUCK BETWEEN SEAMS. BIRD WAS INJURED  & SHOT BY ARPT PERSONNEL.	Approach	2	2	6/4/1997 0:00:00	Day	ME	25	110	None	No Cloud	GULLS	NA	2-10
AAL	AMERICAN AIRLINES	MD-83	HAZE. NO INJURY.	Approach	4	2	8/29/1991 0:00:00	Day	NE	500	130	NA	No Cloud	SPARROWS	NA	1
ACA	AIR CANADA	CL-RJ100/200	FLT 361.	Approach	3	2	9/22/1996 0:00:00	Day	MO	1500	150	None	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	1
BUS	BUSINESS	MU2	IBY 414 REPTD A BIRD STRIKE ON LDG. NO DAMAGE REPTD. TIME =  1330Z.	Landing Roll	2	2	7/25/1997 0:00:00	Day	OK	0	NA	NA	NA	UNKNOWN BIRD	NA	1
KMR	WESTERN PACIFIC	B-737-300	1 BIRD INGESTED IN #1 ENG. FAN BLADES DAMAGED.	NA	4	2	5/19/1995 0:00:00	NA	NA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	DC-9-30	FLT 542PILOT WARNED OF GEESE BY ARRIVING CONTROLLER, TOOK RY 33.   DAMAGE TO LANDING LIGHT ON RT WING TIP & 1.5" DENT ON LT WING,  LE. RWY 33 WAS CLOSED FROM 0853 TO 0914 EST. A/C LANDED SAFELY.	Approach	4	2	11/15/1996 0:00:00	Day	CT	50	110	None	No Cloud	HORNED LARK	2-10	2-10
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-30	POSSIBLE BIRD STRIKE ON FINAL. SOUNDED LIKE HIT IN NOSE WHEEL  WELL AREA. CLEANED BIRD REMAINS FROM RADOME NO DAMAGE NOTED.	Approach	4	2	9/9/1997 0:00:00	Night	OH	NA	NA	None	No Cloud	UNKNOWN BIRD	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-40	NO DEFECTS NOTED UPON INSPN.	Approach	4	2	9/9/1997 0:00:00	Night	MO	NA	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO VIZ DAMAGE BUT REQSTD MAINT INSPN, MADE LOGBOOK ENTRY,  NOTIFIED DISPATCH & SUBMITTED OF-25 REPT TO COMPANY & BRIEFED  OUTBOUND CREW. A/C HAD NO ENG OR CONTROL PROBS.	Climb	4	2	9/24/1997 0:00:00	Day	NY	3000	245	None	Some Cloud	GULLS	NA	1
AWB	AIRWAYS INTL	A-320	NA	Approach	4	2	5/26/1997 0:00:00	Day	OH	NA	NA	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
DAL	DELTA AIR LINES	B-737-200	FLT 1515. STRUCK SEVERAL GULLS ON DEPTR, NO DAMAGE. TIME =  1406LCL	Take-off run	4	2	4/12/1998 0:00:00	Day	PA	0	NA	NA	NA	GULLS	NA	2-10
UNK	UNKNOWN	UNKNOWN	NIGHT. 20 LB POSSUM FOUND ON ROUTINE FIELD CHECK AT ABOUT 0240  HRS. NO STRIKE REPTS.	NA	NA	NA	4/16/1998 0:00:00	NA	NY	NA	NA	NA	Some Cloud	OPOSSUM	NA	1
UPS	UPS AIRLINES	B-767-300	FLT2327 HAD A BIRD STRIKE ON SHORT FINAL. NO DAMAGE REPTD. TIME =  1251Z.	Approach	4	2	5/8/1997 0:00:00	Day	SC	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	MD-80	HIT A FLOCK, ASSUME 2-10. NO DAMAGE.	Landing Roll	4	2	10/28/1997 0:00:00	Day	TX	0	100	NA	No Cloud	AMERICAN ROBIN	2-10	2-10
BUS	BUSINESS	MOONEY-20J	STRUCK A LRG BIRD ON T/O, CIRCLED & LANDED WITH A DAMAGED WING.	Take-off run	1	1	7/1/1995 0:00:00	Day	TX	0	NA	Precautionary Landing	NA	UNKNOWN BIRD - LARGE	NA	1
DAL	DELTA AIR LINES	B-727-200	FLT 777. TWO REPTS, 1 CHECKED NOSE THE OTHER SAID RADOME WAS  STRUCK.  BIRD WAS BLACK AND LARGE ON ONE, UNKNOWN AND MED ON THE  OTHER.	Climb	4	3	4/4/1996 0:00:00	Day	VA	2400	210	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
JIA	PSA AIRLINES	UNKNOWN	FLT 4107 ELECTED NOT TO DEPART AFTER BEING CLEARED & TOLD ABOUT THE LARGE FLOCK OF GULLS.  A/C TAXIED TO RY 24 FOR DEPARTURE.  RESCUE #1 WAS NOTIFIED & CHASED BIRDS AWAY FROM ARPT.	Take-off run	NA	NA	11/2/1992 0:00:00	NA	IL	0	NA	Aborted Take-off	NA	GULLS	11-100	0
AAL	AMERICAN AIRLINES	MD-80	2' DIAMETER DENT TO RADOME ABOUT 12" DEEP. REQD REPLACEMENT. 1 OR  MORE BIRDS HIT RT ENG BULLET & INLET GUIDE VANES. NO DAMAGE TO  BLADES.	Approach	4	2	11/18/1997 0:00:00	Night	CA	1500	140	None	No Cloud	GULLS	2-10	2-10
HAL	HAWAIIAN AIR	DC-9-50	NA	Landing Roll	4	2	11/18/1997 0:00:00	Day	HI	0	120	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-8-63	#2 ENG SHOWEED EVIDENCE OF BIRD INGESTION. NO DEFECTS FOUND.  CLEANED OFF BIRD RESIDUE.	En Route	4	4	4/30/1997 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-727-200	FLT STRUCK 6 BIRDS ON DEPTR AT 0649PDT. FLT CONTD W/ NO REPTS  OF DAMAGE. RWY CLOSED 10 MINS FOR CLEANUP.	Take-off run	4	3	6/24/1997 0:00:00	Dawn	NV	0	NA	NA	NA	UNKNOWN BIRD - SMALL	2-10	2-10
EGF	AMERICAN EAGLE AIRLINES	SAAB-340	NOSE & LFT SPINNER DENTED. L & R INTAKES HAD PARTS OF BIRDS.  SIGNIFICANT DAMAGE. A/C OUT OF SERVICE. FLT 3612. VIZ OUT OF  WINDSHLD OBSTRUCTED. FAN BLADES DAMAGED IN #2 ENG. NO DAMAGE TO  #1 ENG.	Approach	3	2	3/10/1997 0:00:00	Night	TX	1200	140	Other	No Cloud	BLACKBIRDS	2-10	2-10
ASQ	ATLANTIC SOUTHEAST	BA-41 JETSTR	NA	Approach	3	2	7/26/1996 0:00:00	Day	SC	100	140	None	Some Cloud	GULLS	2-10	2-10
DAL	DELTA AIR LINES	MD-88	FLT 698	Take-off run	4	2	3/13/1992 0:00:00	Day	GA	0	NA	NA	Some Cloud	UNKNOWN BIRD	NA	1
PVT	PRIVATELY OWNED	C-206 STATIO	NA	Take-off run	1	1	3/17/1992 0:00:00	Day	HI	0	75	None	Some Cloud	MANNIKINS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	EVIDENCE OF BIRDSTRIKE FOUND DURING CREW CHANGE. NO IDEA OF WHEN  OR WHERE STRIKE OCCURRED.	NA	4	2	6/23/1997 0:00:00	Day	NA	NA	NA	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
QXE	HORIZON AIR	FK-28-1000	FLT 2787 HAD NO DAMAGE. TIME = 0718 LCL	Climb	4	2	7/14/1997 0:00:00	Day	MT	100	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
COA	CONTINENTAL AIRLINES	B-727	PART OF A/C STRUCK NOT REPTD. UNKN IF ANY DAMAGE.	Landing Roll	4	3	4/1/1997 0:00:00	Day	LA	0	NA	None	Some Cloud	ROCK PIGEON	NA	1
GLA	GREAT LAKES AIRLINES	BE-1900	NO DAMAGE, JUST MESSY. FLT 286 TIME = 0337Z	Climb	3	2	4/1/1997 0:00:00	Night	IL	4100	190	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
NWA	NORTHWEST AIRLINES	B-757-200	PART STRUCK NOT REPTD. FLT 583. TIME = 2242 LCL. PILOT PROCEEDED  TO DESTINATION, KSEA 7 SADI HE WOULD COMPLETE THE REPORTING  PROCESS THROUGH HIS DISPATCH OFFICE THERE.	Climb	4	2	4/1/1997 0:00:00	Night	MN	1860	NA	None	No Cloud	UNKNOWN BIRD	NA	1
PSA	PACIFIC ISLAND AVIATION	DORNIER 328	TAXI LIGHT BROKEN. BIRD REPTD AS GULL, SINCE 91% OF GULLS SEEN WERE RING-BILLED ASSUME IT WAS ONE OF THOSE.	Take-off run	3	2	4/1/1997 0:00:00	Day	DC	0	100	Precautionary Landing	No Cloud	RING-BILLED GULL	NA	2-10
BUS	BUSINESS	PA-28	HIT A FLOCK OF SMALL BIRDS, NO DAMAGE. # NOT REPTD., ASSUME 2-10.	Approach	1	1	4/2/1997 0:00:00	Day	FL	100	NA	NA	No Cloud	UNKNOWN BIRD - SMALL	2-10	2-10
UNK	UNKNOWN	UNKNOWN	REMAINS FOUND ON RWY INSPN DURING DAY.	NA	NA	NA	7/18/1996 0:00:00	NA	LA	NA	NA	None	Some Cloud	EASTERN MEADOWLARK	NA	1
BUS	BUSINESS	C-402	NA	Approach	2	2	7/1/1997 0:00:00	Day	MI	NA	NA	None	Overcast	UNKNOWN BIRD - SMALL	2-10	1
DAL	DELTA AIR LINES	B-727	FLT 1570 HAD NO DAMGE. SPARROW HAWK WAS REMOVED FROM MIDFIELD.  AREA INSPCTD FOR ADDITIONAL BIRD HAZARDS, NONE FOUND. TIME = 0740  LCL.	Climb	4	3	9/8/1997 0:00:00	NA	CA	NA	NA	NA	NA	AMERICAN KESTREL	NA	1
BUS	BUSINESS	CL-601/604	AT 1815 LCL, A/C INGESTED SOME BIRDS AND RETD TO LAND AT 1821  LCL. ARFF RESPONDED. A/C TAXIED TO RAMAP W/O INCIDENT. EVIDENCE  OF INGESTION TO #2 ENG. LARGE DENT INBOARD LE, BLOOD ON WING,  FUSELAGE & NACELLE.	Climb	3	2	10/28/1997 0:00:00	Night	NJ	2500	NA	Precautionary Landing	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	2-10
BUS	BUSINESS	PA-31 NAVAJO	LFT CENTER WING LE DAMAGED MODERATELY. FLT ENDED SAFELY. NO  INJURIES.	Descent	2	2	10/28/1997 0:00:00	Day	LA	4600	190	None	Overcast	DUCKS	11-100	1
ACA	AIR CANADA	CL-RJ100/200	FLT 385	Take-off run	3	2	10/5/1997 0:00:00	Day	MA	0	120	None	Some Cloud	GULLS	11-100	1
PHM	PETROLEUM HELICOPTERS	BELL-206	NA	En Route	1	1	12/19/1996 0:00:00	Day	NA	500	110	None	No Cloud	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737	NA	Approach	4	2	12/19/1996 0:00:00	Day	NC	200	100	None	Overcast	GULLS	2-10	2-10
JAL	JAPAN AIRLINES	B-747-400	NA	Approach	5	4	4/6/1998 0:00:00	Day	WA	1700	170	None	Some Cloud	GULLS	NA	1
GFT	GULFSTREAM INTL AIRLINES	BE-1900	WING WAS DAMAGED, EXTENT NOT REPTD.	Approach	3	2	6/13/1996 0:00:00	Day	FL	1800	140	None	No Cloud	UNKNOWN BIRD - LARGE	2-10	1
BUS	BUSINESS	C-172	A/C ON 1 MI FINAL. BIRD WAS 1 OF 2 HAWKS SOARING. SAW BIRD JUST  PRIOR TO STRIKE.  IMPACT LEFT SMALL MARK ON RT WING LE.  INSPCTD  BY MECH.  NO REPAIR NEEDED. A/C RETD TO SVC.	Approach	1	1	6/13/1996 0:00:00	Day	WA	700	90	None	No Cloud	HAWKS	2-10	1
HAL	HAWAIIAN AIR	DC-9-50	BIRD HIT ABOVE CAPT'S WINDOW. FLT 5373. NO APPARENT DAMAGE. ADC  NOTIFIED & FOUND REMAINS OF A PLOVER. ROC NOTIFIED. TIME =  1935PDT.	Landing Roll	4	2	9/26/1996 0:00:00	Dusk	HI	0	NA	None	No Cloud	PACIFIC GOLDEN-PLOVER	2-10	2-10
UNK	UNKNOWN	UNKNOWN	DAY. WARNING PUBLSHD IN FACILITY DIRECTORY	NA	NA	NA	10/23/1995 0:00:00	NA	NJ	NA	NA	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
