name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
Ward County	Texas	10909	10658	6.91574404203415	17.3	74	10.3	20055	41117
Washington County	Texas	30373	33718	7.81345275520493	16	69.4	12.4	25464	43159
Webb County	Texas	193117	250304	6.25652406673485	29.8	64.6	20.4	14163	36684
Wharton County	Texas	41188	41280	8.54173934108527	17.2	69.3	11.3	21049	41148
Wheeler County	Texas	5284	5410	9.70665434380776	13.9	79	1.8	27282	42909
Wichita County	Texas	131664	131500	10.8393536121673	15.3	64.1	21.6	22837	42971
Wilbarger County	Texas	14676	13535	9.99667528629479	23.3	60.9	13.8	19916	40105
Willacy County	Texas	20082	22134	7.83414656185055	43.4	71.1	8	10800	22881
Williamson County	Texas	249967	422679	4.89619782388053	6.5	70.3	19.1	29663	68780
Wilson County	Texas	32408	42918	5.14248101029871	9	84.5	3.7	25149	60493
Winkler County	Texas	7173	7110	6.85414908579466	16.3	81.7	4.2	19309	41828
Wise County	Texas	48793	59127	4.35303668374854	9.8	81	5.5	24075	55207
Wood County	Texas	36752	41964	8.38497283385759	14	81.4	4.5	21682	41277
Yoakum County	Texas	7322	7879	6.94542454626222	25	85.2	3.4	19937	49146
Young County	Texas	17943	18550	8.04911051212938	15.6	69.1	10.6	24656	36900
Zapata County	Texas	12182	14018	6.69268083892139	37.6	75.9	3.5	13915	24496
Zavala County	Texas	11600	11677	9.17221889183866	43	67.8	14.7	10180	21707
Beaver County	Utah	6005	6629	9.49208025343189	17.9	76.7	11.7	16131	41514
Box Elder County	Utah	42745	49975	21.1947573786893	8.6	81.5	10.7	20465	55135
Cache County	Utah	91391	112656	4.72242046584292	14.9	63.9	25.6	19670	47013
Carbon County	Utah	20422	21403	8.87940942858478	12.6	70.8	12.8	20260	41967
Daggett County	Utah	921	1059	16.4145420207743	8.4	64.2	0.8	22862	36389
Davis County	Utah	238994	306479	9.47359199162096	6.5	78.3	15.9	25244	66866
Duchesne County	Utah	14371	18607	6.37706239587252	10.8	74.4	9.2	21787	52895
Emery County	Utah	10860	10976	7.78972303206997	10	80.9	5.4	19968	49237
Garfield County	Utah	4735	5172	9.59068058778035	9.8	79.5	4.2	23187	44745
Grand County	Utah	8485	9225	26.019512195122	12.6	69	15.3	20611	41396
Iron County	Utah	33779	46163	4.99824534800598	20.9	63.2	26.3	16898	42247
Juab County	Utah	8238	10246	7.83876634784306	10.5	82.7	7	18193	53225
Kane County	Utah	6046	7125	7.2899649122807	9.9	76.2	4.3	25155	43540
Millard County	Utah	12405	12503	7.03695113172838	12.6	76.6	4.5	18839	44594
Morgan County	Utah	7129	9469	4.59150913507234	1.1	88.2	5.7	24276	70152
Piute County	Utah	1435	1556	14.0224935732648	13.2	89.1	0	16140	37708
Rich County	Utah	1961	2264	5.62544169611307	6.8	88.3	18.2	25376	54737
Salt Lake County	Utah	898387	1029655	8.26146524806853	10.3	68.5	27.1	25041	58004
San Juan County	Utah	14413	14746	17.2328088973281	25.8	78.2	5.5	15150	38076
Sanpete County	Utah	22763	27822	5.86097333045791	17.8	77.2	9.1	15731	42395
Sevier County	Utah	18842	20802	7.8004999519277	11.5	81.3	7	18856	45622
Summit County	Utah	29736	36324	3.51263627353816	7	74.4	29.8	40270	79461
Tooele County	Utah	40735	58218	10.7442715311416	6.5	75.6	10	22020	60590
Uintah County	Utah	25224	32588	5.1220694734258	11.7	75.1	13.1	24160	59730
Utah County	Utah	368536	516564	3.7248240295491	12.8	69.4	22.3	20210	56927
Wasatch County	Utah	15215	23530	3.44861878453039	6.1	77.9	10	26873	65204
Washington County	Utah	90354	138115	6.80204177678022	11.3	70.9	15.3	21378	50050
Wayne County	Utah	2509	2778	8.48452123830094	12.3	78.4	3.9	19829	49414
Weber County	Utah	196533	231236	8.88827431714785	11.5	72.6	19.8	22849	54086
Addison County	Vermont	35974	36821	9.35474321718585	11.3	75.6	12.9	26599	55800
Bennington County	Vermont	36994	37125	7.77169023569024	10.9	72.6	19.7	27962	47396
Caledonia County	Vermont	29702	31227	7.93268645723252	13.5	71.4	19.6	22504	42706
Chittenden County	Vermont	146571	156545	10.8940943498674	10.8	65.9	34.3	31095	59878
Essex County	Vermont	6459	6306	11.9608309546464	16.9	83.9	6.8	20040	37734
Franklin County	Vermont	45417	47746	8.70569262346584	10.5	74.8	16.9	24767	53623
Grand Isle County	Vermont	6901	6970	6.6725968436155	6.4	81.6	5.3	30499	57436
Lamoille County	Vermont	23233	24475	7.51840653728294	12	69	19.7	27164	52232
Orange County	Vermont	28226	28936	7.68340475532209	10	81.2	9	25951	52079
Orleans County	Vermont	26277	27231	9.34005361536484	14.3	76.6	13.4	20652	40202
Rutland County	Vermont	63400	61642	9.45339216767788	11.8	70	27.7	25426	47027
Washington County	Vermont	58039	59534	17.3901300097423	10.5	72.6	27.5	28337	55313
Windham County	Vermont	44216	44513	7.41603576483275	11.1	69.6	23.2	27247	46714
Windsor County	Vermont	57418	56670	11.1928004235045	9.7	72.1	23.4	29053	50893
Accomack County	Virginia	38305	33164	13.5470691110843	15.6	74.1	5.6	22766	41372
Albemarle County	Virginia	79236	98970	7.9061129635243	8.1	65.4	23.7	36685	64847
Alleghany County	Virginia	12926	16250	6.11735384615385	10.9	82.7	7.5	22013	43160
Amelia County	Virginia	11400	12690	5.99574468085106	10	83.2	2.5	24197	50135
Amherst County	Virginia	31894	32353	6.10255617717059	13.1	75.4	9.3	21097	44757
Appomattox County	Virginia	13705	14973	5.82201295665531	13.8	76	4.7	22388	49224
Arlington County	Virginia	189453	207627	70.4884432178859	7	47	61.3	57724	94880
Augusta County	Virginia	65615	73750	4.14789152542373	9.1	81.3	7.1	23571	50612
Bath County	Virginia	5048	4731	9.52399069964067	10.3	87	0.9	22083	50589
Bedford County	Virginia	60371	68676	5.42597122721184	8.7	84.5	3.8	27732	54110
Bland County	Virginia	6871	6824	14.7617233294256	11.7	84.8	2	20468	41552
Botetourt County	Virginia	30496	33148	6.20933389646434	5.6	87.2	4.4	29540	64724
Brunswick County	Virginia	18419	17434	9.02340254674773	21	70	3.2	16739	35184
Buchanan County	Virginia	26978	24098	10.9733587849614	21.8	79.5	1.8	16742	29183
Buckingham County	Virginia	15623	17146	5.64341537384813	19	74.7	4.4	16752	34720
Campbell County	Virginia	51078	54842	6.24989971189964	12.2	75.7	10.5	22044	43478
Caroline County	Virginia	22121	28545	7.53277281485374	7.7	82.9	2.4	25024	57690
Carroll County	Virginia	29245	30042	6.32151654350576	15.7	76.2	3.5	18670	36142
Charles City County	Virginia	6926	7256	7.89705071664829	9.7	85	1.9	23955	46337
Charlotte County	Virginia	12472	12586	9.65119974574925	15.8	77.9	4.1	17348	34881
Chesterfield County	Virginia	259903	316236	3.70108400055655	5.9	78.4	14.1	31711	71321
Clarke County	Virginia	12652	14034	10.5485962662106	7.3	75.8	9.3	34630	73244
Craig County	Virginia	5091	5190	6.16300578034682	7.2	85.7	1.8	23461	51291
Culpeper County	Virginia	34262	46689	5.51367559810662	6.7	72.6	10.3	27507	65132
Cumberland County	Virginia	9017	10052	5.55730202944688	16.1	77.8	5.5	19691	40143
Dickenson County	Virginia	16395	15903	9.9903791737408	19.1	80.6	5.1	16278	29080
Dinwiddie County	Virginia	24533	28001	5.41709224670547	11.8	75.8	3.1	23423	51459
Essex County	Virginia	9989	11151	7.81642901981885	8.4	74.8	8.4	23795	46235
Fairfax County	Virginia	969749	1081726	26.6488889053235	5.1	71.9	27.1	49001	105416
Fauquier County	Virginia	55139	65203	6.54333389567965	5.4	78.8	7	38710	83877
Floyd County	Virginia	13874	15279	5.81255317756398	14.5	78.5	3.6	21425	42044
Fluvanna County	Virginia	20047	25691	5.17204468490911	7.5	87.2	2	29407	68223
Franklin County	Virginia	47286	56159	5.18566926049253	13.2	78.5	7.8	23527	45555
Frederick County	Virginia	59209	78305	3.70851158929826	7.9	78.8	6.3	27977	61973
Giles County	Virginia	16657	17286	8.25743376142543	15	77.8	6.2	20985	41186
Gloucester County	Virginia	34780	36858	6.91128113299691	9.3	82.4	5.1	27395	59331
Goochland County	Virginia	16863	21717	4.93120596767509	7.1	91.2	0.9	38553	79574
Grayson County	Virginia	17917	15533	7.40050215669864	15.6	81.3	2.4	19499	32178
Greene County	Virginia	15244	18403	4.31603542900614	8.4	79.8	2.9	24969	54307
Greensville County	Virginia	11560	12243	3.14481744670424	16.8	74.6	2.7	17631	38574
Halifax County	Virginia	37355	36241	8.68982643966778	20	75.9	5.5	19909	34705
Hanover County	Virginia	86320	99863	6.91379189489601	4.3	83.9	8.2	34201	76425
Henrico County	Virginia	262300	306935	4.57100689070976	9.6	66.9	28.3	33001	60114
Henry County	Virginia	57930	54151	5.75771453897435	16.8	75.9	8.4	19206	34086
Highland County	Virginia	2536	2321	9.43041792330892	8.8	76.6	2.1	25690	43481
Isle of Wight County	Virginia	29728	35270	6.83334278423589	8.2	81.1	7.2	29547	62242
James City County	Virginia	48102	67009	3.44726827739557	7	76.5	16.9	38162	73903
King and Queen County	Virginia	6630	6945	7.01065514758819	13.1	80.4	0	21777	44442
King George County	Virginia	16803	23584	37.9199457259159	7.1	76.4	10	32630	76241
King William County	Virginia	13146	15935	5.58167555695011	7.6	85.4	4.7	26853	64946
Lancaster County	Virginia	11567	11391	11.7318936002107	10.1	77.1	4.8	29275	45209
Lee County	Virginia	23589	25587	18.5979599015125	21.2	73.8	6	16513	31352
Loudoun County	Virginia	169599	312311	8.94010457524711	3.2	80.8	16.2	45356	115574
Louisa County	Virginia	25627	33153	6.00868699665189	10.1	78.2	3.8	27562	54257
Lunenburg County	Virginia	13146	12914	6.86897940219916	16.3	74.4	2.2	17744	37424
Madison County	Virginia	12520	13308	6.39322212203186	12.6	81	1.9	26081	56608
Mathews County	Virginia	9207	8978	10.2653152149699	8.3	83	2.4	27011	47435
Mecklenburg County	Virginia	32380	32727	11.1958932991108	18.8	75.1	4.4	20162	36431
Middlesex County	Virginia	9932	10959	9.18596587279861	10.3	81.1	3.1	28539	50207
Montgomery County	Virginia	83629	94392	7.5562865497076	22.6	56.4	27.6	22040	43229
Nelson County	Virginia	14445	15020	9.47143808255659	11.9	77.8	11.8	26996	48118
New Kent County	Virginia	13462	18429	5.02713115198871	4.4	90.1	0.3	31741	70590
Northampton County	Virginia	13093	12389	12.5667931229316	18.6	71.1	5.5	23233	35760
Northumberland County	Virginia	12259	12330	9.89610705596107	10.9	84.3	2.2	28646	51944
Nottoway County	Virginia	15725	15853	16.47479972245	17.3	64.3	5.4	20318	37344
Orange County	Virginia	25881	33481	7.47465726830142	9.7	78.4	5.8	26447	54916
Page County	Virginia	23177	24042	7.23708510107312	12.8	75.6	6.2	22969	41617
Patrick County	Virginia	19407	18490	7.61276365603029	14.5	81.3	4.2	18396	35813
Pittsylvania County	Virginia	61745	63506	5.80261707555192	15.1	79.4	4.1	20652	39224
Powhatan County	Virginia	22377	28046	4.60197532624973	4.7	89.6	1.1	25851	73593
Prince Edward County	Virginia	19720	23368	7.0736477233824	16.9	63.4	16.6	18192	36191
Prince George County	Virginia	33047	35725	45.7091952414276	6.7	75.4	9.1	25769	64171
Prince William County	Virginia	280813	402002	9.82936652056457	5.3	74.8	16.2	35737	91098
Pulaski County	Virginia	35127	34872	7.41468800183528	14.7	73.1	12.6	20976	41163
Rappahannock County	Virginia	6983	7373	8.63963108639631	10.3	72.5	0.9	37149	62117
Richmond County	Virginia	8809	9254	8.04365679706073	11.6	79.9	6.3	19965	42182
Roanoke County	Virginia	85778	92376	6.12061574434918	5.1	77.7	18.3	31046	59446
Rockbridge County	Virginia	20808	22307	6.35849733267584	12.4	76.4	5	23753	44417
Rockingham County	Virginia	67725	76314	4.38677044841051	10.2	74.7	9.7	25274	49930
Russell County	Virginia	30308	28897	9.34875592622071	17.2	77	5.7	17909	32780
Scott County	Virginia	23403	23177	9.99615998619321	18.4	77	4.8	18667	34250
Shenandoah County	Virginia	35075	41993	6.57781058747887	9.3	69.5	14.1	24502	50171
Smyth County	Virginia	33081	32208	8.60842026825633	19.1	72.9	8.5	19906	34864
Southampton County	Virginia	17482	18570	6.56747442110932	15.8	76.2	2.9	21201	45426
Spotsylvania County	Virginia	90395	122397	5.10473295914116	7.4	79.9	6.4	31012	76574
Stafford County	Virginia	92446	128961	5.29233644280054	4	78.4	9.4	34691	93065
Surry County	Virginia	6829	7058	7.19495607820912	6.6	74.2	4.4	23835	55030
Sussex County	Virginia	12504	12087	8.82543228261769	19.6	67	7.3	16735	37978
Tazewell County	Virginia	44598	45078	9.28401881183726	16.9	73.4	8	19016	35215
Warren County	Virginia	31584	37575	5.50538922155689	9.6	74.8	11.8	29098	60522
Washington County	Virginia	51103	54876	6.72895254756178	14.7	74.2	11.6	23488	40422
Westmoreland County	Virginia	16718	17454	10.3565944769107	9.7	76.1	3.4	27501	52990
Wise County	Virginia	40123	41452	11.5382611212969	20.3	69.7	8.4	17944	33608
Wythe County	Virginia	27599	29235	8.46198050282196	15.5	77	7.2	20589	38948
York County	Virginia	56297	65464	11.2160424049859	3.9	78.6	16.7	35823	81055
Alexandria city	Virginia	128283	139966	33.0598645385308	7.8	45.7	62.9	54345	80847
Bedford city	Virginia	6299	6222	15.3471552555448	16.5	66.6	22.8	20092	32262
Bristol city	Virginia	17367	17835	12.9236893748248	23.4	61.8	26.7	19700	32079
Buena Vista city	Virginia	6349	6650	8.79052631578947	20.6	64.8	14.7	19030	39955
Charlottesville city	Virginia	45049	43475	19.9618401380104	27.1	41.3	43.2	24578	42240
Chesapeake city	Virginia	199184	222209	7.57851392157833	6.8	74.9	16.8	29306	67855
Colonial Heights city	Virginia	16897	17411	21.8154040549078	7.5	65.8	20.4	26115	50571
Covington city	Virginia	6303	5961	19.5260862271431	18.6	68.7	10.2	20781	35277
Danville city	Virginia	48411	43055	11.0936012077575	24.4	54.6	24.1	18840	29936
Emporia city	Virginia	5665	5927	14.6095832630336	26	48.4	23.4	19245	32788
Fairfax city	Virginia	21498	22565	45.0815422113893	5	72.1	24.7	44008	97900
Falls Church city	Virginia	10377	12332	93.7894907557574	4.8	63.9	39.4	55389	114409
Franklin city	Virginia	8346	8582	13.2146352831508	22.1	46.3	31.2	19453	33174
Fredericksburg city	Virginia	19279	24286	15.8880836696039	17.6	39	46.3	27870	43558
Galax city	Virginia	6837	7042	14.9201931269526	32.3	63.3	19.4	19609	22333
Hampton city	Virginia	146437	137436	24.2959122791699	12.6	59.3	28.3	24051	49815
Harrisonburg city	Virginia	40468	48914	4.1686224802715	32.7	38.6	44.2	16750	37235
Hopewell city	Virginia	22354	22591	9.32118985436678	20.4	51.7	24.5	19148	37789
Lexington city	Virginia	6867	7042	14.1062198239137	30.8	51.2	29.8	17022	31571
Lynchburg city	Virginia	65269	75568	16.7280462629685	22.7	56.3	29.8	21586	37058
Manassas city	Virginia	35135	37821	25.2283651939399	13.4	68.2	23.5	28941	75173
Manassas Park city	Virginia	10290	14273	2.29349120717439	7.3	71.2	16.6	27335	70299
Martinsville city	Virginia	15416	13821	15.8106504594458	23.5	59.4	24.8	19766	32408
Newport News city	Virginia	180150	180719	32.4934124248142	13.5	52.1	36.4	24249	49562
Norfolk city	Virginia	234403	242803	24.9657047071082	16.5	46.6	42.9	23773	42677
Norton city	Virginia	3904	3958	16.7524002021223	22.6	54	30.8	24145	33944
Petersburg city	Virginia	33740	32420	13.1523442319556	20.2	50.8	34	19142	36449
Poquoson city	Virginia	11566	12150	4.6717695473251	4.9	84.8	6.1	36840	84315
Portsmouth city	Virginia	100565	95535	21.3940440676192	15.2	61.5	28.5	22302	45488
Radford city	Virginia	15859	16408	16.0115797172111	30.8	51.6	37.1	16496	29155
Richmond city	Virginia	197790	204214	30.1231208438207	25.3	44.9	43.8	26034	38266
Roanoke city	Virginia	94911	97032	12.4209023827191	20.9	56	34	22530	36422
Salem city	Virginia	24747	24802	16.901943391662	8.8	68.8	22.4	27081	48828
Staunton city	Virginia	23853	23746	10.9399477806789	15.2	60.4	27.9	24077	42724
Suffolk city	Virginia	63677	84585	11.2877224094107	11.2	75.1	14.4	28441	65104
Virginia Beach city	Virginia	425257	437994	10.4513623474294	6.8	66.5	22.4	30873	64618
Waynesboro city	Virginia	19520	21006	8.3525659335428	19.4	58.7	27.2	23190	40977
Williamsburg city	Virginia	11998	14068	23.1472846175718	16.5	49.5	36.3	22851	50794
Winchester city	Virginia	23585	26203	12.8518871884899	17	50.6	29.3	26341	44873
Adams County	Washington	16428	18728	8.31354122170013	25.1	63.9	13.7	16689	40829
Asotin County	Washington	20551	21623	8.11108541830458	13.5	71.3	15.6	23731	41665
Benton County	Washington	142475	175177	33.9667536263322	12.7	69.7	21.9	27161	57354
Chelan County	Washington	66616	72453	7.27976757346142	11.5	68	18.1	24378	48674
Clallam County	Washington	64525	71404	10.6246708867851	14.3	71.1	10.9	24449	44398
Clark County	Washington	345238	425363	5.73023981869603	10.9	67.8	22.1	27828	58262
Columbia County	Washington	4064	4078	12.5978420794507	16.4	72.3	7.7	25810	43611
Cowlitz County	Washington	92948	102410	7.37551996875305	16.9	67.3	19.1	22948	45877
Douglas County	Washington	32603	38431	5.84689443418074	14.3	71.9	13.5	22359	48708
Ferry County	Washington	7260	7551	8.40087405641637	20.8	71.6	4.1	18021	35485
Franklin County	Washington	49347	78163	5.29608638358303	19.9	66.8	18	18660	47749
Garfield County	Washington	2397	2266	16.5481023830538	15.7	72.8	5.7	22825	42269
Grant County	Washington	74698	89120	6.5480026929982	20.4	62.6	14.1	19718	42572
Grays Harbor County	Washington	67194	72797	8.91215297333681	16.1	68.7	14.8	21656	41899
Island County	Washington	71558	78506	10.9601813874099	8	73.9	10.8	29079	57190
Jefferson County	Washington	25953	29872	10.2847817354044	13.5	73.8	9	28528	46048
King County	Washington	1737034	1931249	8.94443285148627	10.2	59.9	38.1	38211	68065
Kitsap County	Washington	231969	251133	13.9529850716553	9.4	68.4	19.4	29755	59549
Kittitas County	Washington	33362	40915	6.22260784553342	21.2	56.5	23.6	23467	41232
Klickitat County	Washington	19161	20318	10.1891918495915	19.5	69.9	10.2	21553	37398
Lewis County	Washington	68600	75455	8.55154727983566	13.3	72.2	11	21695	43874
Lincoln County	Washington	10184	10570	12.4441816461684	12.1	78.5	4.4	24757	45582
Mason County	Washington	49405	60699	7.48025502891316	15.6	80.9	4.3	22530	48104
Okanogan County	Washington	39564	41120	9.07247081712062	19.5	68.6	9.8	20093	38551
Pacific County	Washington	20984	20920	10.7581739961759	16.8	74.2	9.9	23326	39642
Pend Oreille County	Washington	11732	13001	9.44842704407353	18.3	79.3	6.4	22546	38896
Pierce County	Washington	700820	795225	12.6064308843409	11.6	63.3	24.8	27446	57869
San Juan County	Washington	14077	15769	6.17547086054918	10.1	70.4	7.8	35487	50726
Skagit County	Washington	102979	116901	7.0131992027442	11.7	70.1	16.7	26925	54811
Skamania County	Washington	9872	11066	5.56922103741189	9.4	76.2	5.5	24140	48704
Snohomish County	Washington	606024	713335	5.03897467529282	8.4	68.1	26.1	30635	66300
Spokane County	Washington	417939	471221	8.10059823310082	14.1	65	24.1	25127	47250
Stevens County	Washington	40066	43531	7.63807401621833	15.1	80.6	5.9	21773	42845
Thurston County	Washington	207355	252264	17.451372371801	10.3	67.4	19.2	29707	60930
Wahkiakum County	Washington	3824	3978	11.0032679738562	12.2	72.3	5.8	23115	40372
Walla Walla County	Washington	55180	58781	9.04874023919294	17.5	61.8	22.4	23027	45575
Whatcom County	Washington	166814	201140	8.65645321666501	15	62.3	26.2	25407	49031
Whitman County	Washington	40740	44776	8.9145524388065	27.6	49	41.1	19506	36368
Yakima County	Washington	222581	243231	7.30329604367864	21.8	64.1	18.1	19325	42877
Barbour County	West Virginia	15557	16589	8.58713605401169	18.4	76.3	6.5	17304	31212
Berkeley County	West Virginia	75905	104169	9.88077067073698	10.1	75.6	11.5	25460	52857
Boone County	West Virginia	25535	24629	8.42933127613789	19.3	76.2	4.8	20457	39783
Braxton County	West Virginia	14702	14523	9.42814845417614	21	78.6	4.7	17469	32158
Brooke County	West Virginia	25447	24069	8.62532718434501	11	79.2	13.1	22377	39475
Cabell County	West Virginia	96784	96319	10.5611457760151	20.6	64.2	23.2	21907	34492
Calhoun County	West Virginia	7582	7627	10.3962239412613	20.5	77.6	2.2	17121	26922
Clay County	West Virginia	10330	9386	10.2104197741317	23.7	79.7	3.8	16205	30789
Doddridge County	West Virginia	7403	8202	5.7061692270178	25.1	81.9	2.4	14658	30019
Fayette County	West Virginia	47579	46039	10.7170659658116	21.3	76.9	6.7	17082	31912
Gilmer County	West Virginia	7160	8693	10.8570113884735	30.3	71.5	6	13899	29706
Grant County	West Virginia	11299	11937	12.4797687861272	12.9	79.7	5.2	19358	35593
Greenbrier County	West Virginia	34453	35480	9.02903043968433	19.4	75	7.1	20044	33732
Hampshire County	West Virginia	20203	23964	6.36746786846937	16.4	67.6	5.1	17752	31792
Hancock County	West Virginia	32667	30676	10.0809101577781	14.8	75.2	13.3	23118	38565
Hardy County	West Virginia	12669	14025	8.77090909090909	14.9	78.4	5.7	16944	31347
Harrison County	West Virginia	68652	69099	13.8280872371525	18.9	73.3	13.4	21010	39191
